"data_pesquisa","lote","consulta","rank","titulo","url","resumo","status"
"2026-07-02T11:55:59","VALTRA 4","Valtra Q265 Q285 Q305 parts catalog PDF","1","valtra.com.brhttps://www.valtra.com.br","https://www.bing.com/ck/a?!&&p=12ee0a96764af5e8d9133aad580acf52a11b24ab7f0b7a858584f4bea8652d42JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=282657cd-ef13-643e-2d83-4047ee166556&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS5ici8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:55:59","VALTRA 4","Valtra Q265 Q285 Q305 parts catalog PDF","2","valtra.com.brhttps://www.valtra.com.br â€º produtos â€º tratores","https://www.bing.com/ck/a?!&&p=4b29573d867b5afcdcc928d6f16036eedcb39098a583b60215feb1150f97715aJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=282657cd-ef13-643e-2d83-4047ee166556&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS5ici9wcm9kdXRvcy90cmF0b3Jlcy5odG1s&ntb=1","","candidato_nao_validado"
"2026-07-02T11:55:59","VALTRA 4","Valtra Q265 Q285 Q305 parts catalog PDF","3","agcocorp.comhttps://www.agcocorp.com â€º br â€º pt â€º home â€º brands-and-solutions â€º valtra.html","https://www.bing.com/ck/a?!&&p=f5aa6d5446019d7dc30c9ba1920c22d91a08be85226d85c7756d2b579e4c47cbJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=282657cd-ef13-643e-2d83-4047ee166556&u=a1aHR0cHM6Ly93d3cuYWdjb2NvcnAuY29tL2JyL3B0L2hvbWUvYnJhbmRzLWFuZC1zb2x1dGlvbnMvdmFsdHJhLmh0bWw&ntb=1","","candidato_nao_validado"
"2026-07-02T11:55:59","VALTRA 4","Valtra Q265 Q285 Q305 parts catalog PDF","4","olx.com.brhttps://www.olx.com.br â€º anuncios â€º tratores-agricolas-valtra","https://www.bing.com/ck/a?!&&p=d4c5f81b9e0ee4f8f1c596e69b382240d9eae547b94e107c84990f55d473d159JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=282657cd-ef13-643e-2d83-4047ee166556&u=a1aHR0cHM6Ly93d3cub2x4LmNvbS5ici9hbnVuY2lvcy90cmF0b3Jlcy1hZ3JpY29sYXMtdmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:55:59","VALTRA 4","Valtra Q265 Q285 Q305 parts catalog PDF","5","agromobvaltra.com.brhttps://agromobvaltra.com.br","https://www.bing.com/ck/a?!&&p=a04534d6148a784c007a3ec631869377820235d08f79be04202cc1a030962209JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=282657cd-ef13-643e-2d83-4047ee166556&u=a1aHR0cHM6Ly9hZ3JvbW9idmFsdHJhLmNvbS5ici8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:00","VALTRA 4","Valtra Q265 Q285 Q305 parts catalog PDF","6","valtra.comhttps://www.valtra.com","https://www.bing.com/ck/a?!&&p=0f23eb81e647ed19ce694fcf8336a915c496e98935dd138fd08fb3a066a22c43JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=282657cd-ef13-643e-2d83-4047ee166556&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:00","VALTRA 4","Valtra Q265 Q285 Q305 parts catalog PDF","7","wikipedia.orghttps://pt.wikipedia.org â€º wiki â€º Valtra","https://www.bing.com/ck/a?!&&p=3f46e65b9bb5ba9c2ee7cecdb4c5683c33b6cb54de91618fcb562c1fd72c1194JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=282657cd-ef13-643e-2d83-4047ee166556&u=a1aHR0cHM6Ly9wdC53aWtpcGVkaWEub3JnL3dpa2kvVmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:00","VALTRA 4","Valtra Q265 Q285 Q305 parts catalog PDF","8","valtra.pthttps://www.valtra.pt","https://www.bing.com/ck/a?!&&p=a0a3ad2a36cbc7daf6a9fe7ab234b84ced628d451b0e0e7521369cf1d3be6321JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=282657cd-ef13-643e-2d83-4047ee166556&u=a1aHR0cHM6Ly93d3cudmFsdHJhLnB0Lw&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:00","VALTRA 4","Valtra Q265 Q285 Q305 parts catalog PDF","9","mfrural.com.brhttps://www.mfrural.com.br â€º busca â€º trator-valtra","https://www.bing.com/ck/a?!&&p=4ff704d34519af119eebdcb49ff7fc1ab4b2d9849168dc5a201e99dcd45d69f0JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=282657cd-ef13-643e-2d83-4047ee166556&u=a1aHR0cHM6Ly93d3cubWZydXJhbC5jb20uYnIvYnVzY2EvdHJhdG9yLXZhbHRyYQ&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:00","VALTRA 4","Valtra Q265 Q285 Q305 parts catalog PDF","10","olx.com.brhttps://www.olx.com.br â€º anuncios â€º trator-valtra","https://www.bing.com/ck/a?!&&p=d525cc87d074651990365e3e7ef914b70caf423001e7a551b8e00cf42ade96e7JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=282657cd-ef13-643e-2d83-4047ee166556&u=a1aHR0cHM6Ly93d3cub2x4LmNvbS5ici9hbnVuY2lvcy90cmF0b3ItdmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:01","VALTRA 4","Valtra Q265 Q285 Q305 workshop service manual PDF","1","valtra.com.brhttps://www.valtra.com.br","https://www.bing.com/ck/a?!&&p=4b7b1d36585bdccb8cd3eb0b274c2706eee60551699124c37e34c17caa1fcb23JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=02bae13b-c073-6687-3339-f6b1c18f67cc&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS5ici8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:01","VALTRA 4","Valtra Q265 Q285 Q305 workshop service manual PDF","2","valtra.com.brhttps://www.valtra.com.br â€º produtos â€º tratores","https://www.bing.com/ck/a?!&&p=052aa48b7de3888aa89b5e7df3c6b14bf98580f78ca9a7b5333dff160b4b00a9JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=02bae13b-c073-6687-3339-f6b1c18f67cc&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS5ici9wcm9kdXRvcy90cmF0b3Jlcy5odG1s&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:01","VALTRA 4","Valtra Q265 Q285 Q305 workshop service manual PDF","3","agcocorp.comhttps://www.agcocorp.com â€º br â€º pt â€º home â€º brands-and-solutions â€º valtra.html","https://www.bing.com/ck/a?!&&p=ea91fb00239ddd2703a98d46200a49d7ff9a8bebc458f95df2e93f5a9828a549JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=02bae13b-c073-6687-3339-f6b1c18f67cc&u=a1aHR0cHM6Ly93d3cuYWdjb2NvcnAuY29tL2JyL3B0L2hvbWUvYnJhbmRzLWFuZC1zb2x1dGlvbnMvdmFsdHJhLmh0bWw&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:01","VALTRA 4","Valtra Q265 Q285 Q305 workshop service manual PDF","4","olx.com.brhttps://www.olx.com.br â€º anuncios â€º tratores-agricolas-valtra","https://www.bing.com/ck/a?!&&p=63c7e1a73ef85aa1e083c76ecc836efa7337caac0c0c4a6c14249f6c930df8e7JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=02bae13b-c073-6687-3339-f6b1c18f67cc&u=a1aHR0cHM6Ly93d3cub2x4LmNvbS5ici9hbnVuY2lvcy90cmF0b3Jlcy1hZ3JpY29sYXMtdmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:01","VALTRA 4","Valtra Q265 Q285 Q305 workshop service manual PDF","5","agromobvaltra.com.brhttps://agromobvaltra.com.br","https://www.bing.com/ck/a?!&&p=f4d43752a90643bbf22b32b4d159a37df0ca4bcea9ae443712753de980ca0790JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=02bae13b-c073-6687-3339-f6b1c18f67cc&u=a1aHR0cHM6Ly9hZ3JvbW9idmFsdHJhLmNvbS5ici8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:01","VALTRA 4","Valtra Q265 Q285 Q305 workshop service manual PDF","6","valtra.comhttps://www.valtra.com","https://www.bing.com/ck/a?!&&p=897f77fc40ea79e49ca2c5a1808f3b3502c5dd6755ec69999e3927654c985d4cJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=02bae13b-c073-6687-3339-f6b1c18f67cc&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:01","VALTRA 4","Valtra Q265 Q285 Q305 workshop service manual PDF","7","wikipedia.orghttps://pt.wikipedia.org â€º wiki â€º Valtra","https://www.bing.com/ck/a?!&&p=c08e34c7cddc0e328c8a695978f53d31a35a90acbdb21dd9641a0c5fa286b12aJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=02bae13b-c073-6687-3339-f6b1c18f67cc&u=a1aHR0cHM6Ly9wdC53aWtpcGVkaWEub3JnL3dpa2kvVmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:01","VALTRA 4","Valtra Q265 Q285 Q305 workshop service manual PDF","8","valtra.pthttps://www.valtra.pt","https://www.bing.com/ck/a?!&&p=c5b5bd2bf787053351a20c8d085142927d124ffb592acd3161af6e39b3c766d1JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=02bae13b-c073-6687-3339-f6b1c18f67cc&u=a1aHR0cHM6Ly93d3cudmFsdHJhLnB0Lw&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:01","VALTRA 4","Valtra Q265 Q285 Q305 workshop service manual PDF","9","mfrural.com.brhttps://www.mfrural.com.br â€º busca â€º trator-valtra","https://www.bing.com/ck/a?!&&p=f2e81aa8e7ad15ef06f782fd2a2f878d084a6dbbf27e34355031824c5a275036JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=02bae13b-c073-6687-3339-f6b1c18f67cc&u=a1aHR0cHM6Ly93d3cubWZydXJhbC5jb20uYnIvYnVzY2EvdHJhdG9yLXZhbHRyYQ&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:01","VALTRA 4","Valtra Q265 Q285 Q305 workshop service manual PDF","10","olx.com.brhttps://www.olx.com.br â€º anuncios â€º trator-valtra","https://www.bing.com/ck/a?!&&p=4e8f1d5be50f71fc1d52cd595cd0b20384f0ed438ff01fe907251633f0474a3fJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=02bae13b-c073-6687-3339-f6b1c18f67cc&u=a1aHR0cHM6Ly93d3cub2x4LmNvbS5ici9hbnVuY2lvcy90cmF0b3ItdmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:02","VALTRA 4","Valtra Q5 electrical schematic diagnostic fault codes PDF","1","valtra.com.brhttps://www.valtra.com.br","https://www.bing.com/ck/a?!&&p=87ee503aa8ae6553d05ec08142caaf219a54136c13c4d0c5eafed0007a28c992JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=3575fe25-4524-6c80-1898-e9af44ca6d4d&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS5ici8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:02","VALTRA 4","Valtra Q5 electrical schematic diagnostic fault codes PDF","2","valtra.com.brhttps://www.valtra.com.br","https://www.bing.com/ck/a?!&&p=e4685ed7ac0718e1155985795ffc90de7b229484baf2a34e37ae5daa26f90ef3JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=3575fe25-4524-6c80-1898-e9af44ca6d4d&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS5ici9wcm9kdXRvcy90cmF0b3Jlcy5odG1s&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:02","VALTRA 4","Valtra Q5 electrical schematic diagnostic fault codes PDF","3","agcocorp.comhttps://www.agcocorp.com","https://www.bing.com/ck/a?!&&p=63314ce4aaeab30eeda8b294e1ea89066eb306784ab7afff340bc07a4a85965bJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=3575fe25-4524-6c80-1898-e9af44ca6d4d&u=a1aHR0cHM6Ly93d3cuYWdjb2NvcnAuY29tL2JyL3B0L2hvbWUvYnJhbmRzLWFuZC1zb2x1dGlvbnMvdmFsdHJhLmh0bWw&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:02","VALTRA 4","Valtra Q5 electrical schematic diagnostic fault codes PDF","4","olx.com.brhttps://www.olx.com.br","https://www.bing.com/ck/a?!&&p=d7da9476d71714f9f5ac2875f37b236fe9d6b4ff50c761987777f624561b22ffJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=3575fe25-4524-6c80-1898-e9af44ca6d4d&u=a1aHR0cHM6Ly93d3cub2x4LmNvbS5ici9hbnVuY2lvcy90cmF0b3Jlcy1hZ3JpY29sYXMtdmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:02","VALTRA 4","Valtra Q5 electrical schematic diagnostic fault codes PDF","5","agromobvaltra.com.brhttps://agromobvaltra.com.br","https://www.bing.com/ck/a?!&&p=1146b9e29e44272eead04effd01c940d0d88f496d0e05628d9f487bbd007ac73JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=3575fe25-4524-6c80-1898-e9af44ca6d4d&u=a1aHR0cHM6Ly9hZ3JvbW9idmFsdHJhLmNvbS5ici8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:02","VALTRA 4","Valtra Q5 electrical schematic diagnostic fault codes PDF","6","valtra.comhttps://www.valtra.com","https://www.bing.com/ck/a?!&&p=6f4e34c5f5339522ee385ba0b6559c3501dea631f120ef198a0ad96bfb88dfd8JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=3575fe25-4524-6c80-1898-e9af44ca6d4d&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:02","VALTRA 4","Valtra Q5 electrical schematic diagnostic fault codes PDF","7","wikipedia.orghttps://pt.wikipedia.org","https://www.bing.com/ck/a?!&&p=06735dbdf9248350e9ce493d5997730763fa0eb9411a818b971c772a71ae00b3JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=3575fe25-4524-6c80-1898-e9af44ca6d4d&u=a1aHR0cHM6Ly9wdC53aWtpcGVkaWEub3JnL3dpa2kvVmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:02","VALTRA 4","Valtra Q5 electrical schematic diagnostic fault codes PDF","8","valtra.pthttps://www.valtra.pt","https://www.bing.com/ck/a?!&&p=db97fb5b415be35a8584fedaf5aa47cc1fa3bdc6088dbec242dfb665b720d81cJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=3575fe25-4524-6c80-1898-e9af44ca6d4d&u=a1aHR0cHM6Ly93d3cudmFsdHJhLnB0Lw&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:02","VALTRA 4","Valtra Q5 electrical schematic diagnostic fault codes PDF","9","mfrural.com.brhttps://www.mfrural.com.br","https://www.bing.com/ck/a?!&&p=ec7fee1791b6903711874ca24f35bb36011b6d2fcf00fd8475587d3a37ab143bJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=3575fe25-4524-6c80-1898-e9af44ca6d4d&u=a1aHR0cHM6Ly93d3cubWZydXJhbC5jb20uYnIvYnVzY2EvdHJhdG9yLXZhbHRyYQ&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:02","VALTRA 4","Valtra Q5 electrical schematic diagnostic fault codes PDF","10","olx.com.brhttps://www.olx.com.br","https://www.bing.com/ck/a?!&&p=cf9d8182b307dcd6cd6fd6dc4ff7cf3007be040694c917de4d7c624f6ab41948JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=3575fe25-4524-6c80-1898-e9af44ca6d4d&u=a1aHR0cHM6Ly93d3cub2x4LmNvbS5ici9hbnVuY2lvcy90cmF0b3ItdmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:03","VALTRA 4","Valtra Q5 hydraulic schematic PDF","1","valtra.com.brhttps://www.valtra.com.br","https://www.bing.com/ck/a?!&&p=f2b115a4966a785caa517cb5881e5c19b9c53403be5e8ef8571a75cc851abb1fJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=019d49ac-aacf-6f70-2285-5e26ab926e56&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS5ici8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:03","VALTRA 4","Valtra Q5 hydraulic schematic PDF","2","valtra.com.brhttps://www.valtra.com.br â€º produtos â€º tratores","https://www.bing.com/ck/a?!&&p=8b8f29676d4ebb1067cf3b1041ffc7cdd3717ad604320b3eff4a5ed0d8eeda0dJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=019d49ac-aacf-6f70-2285-5e26ab926e56&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS5ici9wcm9kdXRvcy90cmF0b3Jlcy5odG1s&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:03","VALTRA 4","Valtra Q5 hydraulic schematic PDF","3","agcocorp.comhttps://www.agcocorp.com â€º br â€º pt â€º home â€º brands-and-solutions â€º valtra.html","https://www.bing.com/ck/a?!&&p=f71b16cbaa495505594ffa7405c9cc1ab9a0c7f15ae870fc8a15a722982c2fd8JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=019d49ac-aacf-6f70-2285-5e26ab926e56&u=a1aHR0cHM6Ly93d3cuYWdjb2NvcnAuY29tL2JyL3B0L2hvbWUvYnJhbmRzLWFuZC1zb2x1dGlvbnMvdmFsdHJhLmh0bWw&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:03","VALTRA 4","Valtra Q5 hydraulic schematic PDF","4","olx.com.brhttps://www.olx.com.br â€º anuncios â€º tratores-agricolas-valtra","https://www.bing.com/ck/a?!&&p=0a04a42110f3cea5619e3016e08388ae732c9be3e2e08e8852b9b22cf102ba1dJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=019d49ac-aacf-6f70-2285-5e26ab926e56&u=a1aHR0cHM6Ly93d3cub2x4LmNvbS5ici9hbnVuY2lvcy90cmF0b3Jlcy1hZ3JpY29sYXMtdmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:03","VALTRA 4","Valtra Q5 hydraulic schematic PDF","5","agromobvaltra.com.brhttps://agromobvaltra.com.br","https://www.bing.com/ck/a?!&&p=55af0f776db7913ce2b35bf94d59be3304a549c394df0d447d3b00a40e0c9cd3JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=019d49ac-aacf-6f70-2285-5e26ab926e56&u=a1aHR0cHM6Ly9hZ3JvbW9idmFsdHJhLmNvbS5ici8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:03","VALTRA 4","Valtra Q5 hydraulic schematic PDF","6","valtra.comhttps://www.valtra.com","https://www.bing.com/ck/a?!&&p=59d2001a7bea9dead3b8b8277fced7da6d16e5f94fc77624048dc3e979d754e7JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=019d49ac-aacf-6f70-2285-5e26ab926e56&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:03","VALTRA 4","Valtra Q5 hydraulic schematic PDF","7","wikipedia.orghttps://pt.wikipedia.org â€º wiki â€º Valtra","https://www.bing.com/ck/a?!&&p=eee757ba8618dbf7e77e16120042bcf212324aa3400ee1c1d5f753ac04acb4a8JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=019d49ac-aacf-6f70-2285-5e26ab926e56&u=a1aHR0cHM6Ly9wdC53aWtpcGVkaWEub3JnL3dpa2kvVmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:03","VALTRA 4","Valtra Q5 hydraulic schematic PDF","8","valtra.pthttps://www.valtra.pt","https://www.bing.com/ck/a?!&&p=433d2c3b28a38f981fd4bf4c05f3f706ec38ad16366018bf3372c7eb35c851bdJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=019d49ac-aacf-6f70-2285-5e26ab926e56&u=a1aHR0cHM6Ly93d3cudmFsdHJhLnB0Lw&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:03","VALTRA 4","Valtra Q5 hydraulic schematic PDF","9","mfrural.com.brhttps://www.mfrural.com.br â€º busca â€º trator-valtra","https://www.bing.com/ck/a?!&&p=c637ba7d0a4d4d34f2a53f9c571d433a6356f486db19bd18080a6267cf0efd55JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=019d49ac-aacf-6f70-2285-5e26ab926e56&u=a1aHR0cHM6Ly93d3cubWZydXJhbC5jb20uYnIvYnVzY2EvdHJhdG9yLXZhbHRyYQ&ntb=1","","candidato_nao_validado"
